sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-07-27 01:00:00,82.7%,70.1%,36.6%,71.4%,74.7%,,100%,100%,71.6%,71.6%
2026-07-27 03:00:00,100%,43.2%,100%,,71.6%,100%,100%,100%,81.5%,71.6%
2026-07-27 05:00:00,100%,100%,100%,71.2%,71.6%,100%,100%,83.0%,100%,71.6%
2026-07-27 07:00:00,100%,100%,100%,47.0%,71.6%,,100.0%,71.6%,100%,71.6%
2026-07-27 09:00:00,100%,100%,100%,28.9%,71.6%,100%,90.4%,85.3%,100%,71.6%
2026-07-27 11:00:00,100.0%,100%,100%,25.7%,72.8%,100%,71.9%,100%,100%,74.1%
2026-07-27 13:00:00,78.7%,98.1%,99.8%,26.7%,100%,100%,71.6%,100%,100%,100%
2026-07-27 15:00:00,69.1%,72.7%,100%,99.9%,100%,99.9%,71.6%,100%,100%,100%
2026-07-27 17:00:00,70.2%,71.6%,,90.4%,100%,74.7%,71.6%,100%,99.6%,100%
2026-07-27 19:00:00,69.4%,71.6%,100%,72.6%,100%,71.6%,71.4%,100%,72.6%,100%
2026-07-27 21:00:00,90.5%,71.6%,100%,71.6%,100%,71.6%,67.8%,98.6%,71.6%,100%
2026-07-27 23:00:00,100%,72.9%,100%,78.6%,94.3%,71.5%,100%,71.8%,71.6%,99.5%
2026-07-28 01:00:00,100%,100%,100%,100%,74.0%,71.5%,100%,71.4%,74.1%,74.5%
2026-07-28 03:00:00,100%,100%,100%,100%,71.7%,54.9%,100%,71.6%,100%,71.8%
2026-07-28 05:00:00,100%,100%,100%,100%,71.6%,37.1%,100%,71.4%,100%,71.7%
2026-07-28 07:00:00,99.9%,100%,100%,100%,71.6%,27.2%,99.7%,70.5%,100%,71.6%
2026-07-28 09:00:00,92.4%,100%,99.0%,100%,71.6%,29.6%,79.8%,53.5%,100%,73.3%
2026-07-28 11:00:00,71.9%,90.9%,88.7%,89.8%,77.9%,100%,71.6%,30.8%,100%,100%
2026-07-28 13:00:00,71.2%,72.1%,72.1%,71.8%,100%,100%,71.6%,26.9%,100%,100%
2026-07-28 15:00:00,71.3%,71.6%,71.8%,71.6%,100%,100%,71.6%,84.7%,94.0%,100%
2026-07-28 17:00:00,71.5%,71.6%,82.0%,71.6%,100%,100%,71.5%,100%,72.3%,100%
2026-07-28 19:00:00,77.8%,71.6%,,71.6%,100%,99.4%,52.5%,100%,71.6%,100%
2026-07-28 21:00:00,92.9%,71.6%,100%,71.5%,100%,75.6%,31.9%,100%,79.8%,99.4%
2026-07-28 23:00:00,,71.4%,100%,77.8%,100%,71.6%,100%,100%,100%,73.0%
2026-07-29 01:00:00,,70.8%,100%,100%,99.9%,71.6%,100%,96.1%,100%,71.6%
2026-07-29 03:00:00,,100%,100%,100%,77.7%,71.5%,100%,74.5%,100%,71.6%
2026-07-29 05:00:00,,100%,100%,100%,71.6%,71.2%,100%,71.6%,100%,71.6%
2026-07-29 07:00:00,,100%,99.5%,100%,83.0%,43.9%,100%,71.4%,100%,71.5%
2026-07-29 09:00:00,,100%,72.7%,100%,100%,28.7%,99.5%,71.6%,100%,70.2%
2026-07-29 11:00:00,,100%,71.6%,100%,100%,59.9%,74.8%,71.4%,100%,65.9%
2026-07-29 13:00:00,71.5%,97.3%,71.6%,100%,100%,100%,71.6%,59.9%,93.4%,
2026-07-29 15:00:00,71.2%,74.1%,71.6%,100%,100%,100%,71.6%,56.7%,74.1%,100%
2026-07-29 17:00:00,71.2%,71.6%,71.6%,97.2%,100%,100%,71.6%,100%,71.6%,100%
2026-07-29 19:00:00,65.3%,71.6%,,74.0%,100%,100%,71.4%,100%,71.6%,100%
2026-07-29 21:00:00,32.8%,71.6%,,71.6%,94.1%,100%,55.3%,100%,71.6%,100%
2026-07-29 23:00:00,35.5%,71.6%,,83.4%,74.9%,95.6%,100%,100%,71.1%,100%
2026-07-30 01:00:00,100%,61.5%,,100%,71.6%,71.8%,100%,100%,74.3%,100%
2026-07-30 03:00:00,100%,35.1%,,100%,71.6%,71.5%,100%,84.1%,100%,87.9%
2026-07-30 05:00:00,100%,100%,,100%,71.6%,71.6%,100%,71.6%,100%,71.6%
2026-07-30 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,71.6%
2026-07-30 09:00:00,100.0%,100%,100%,100%,71.6%,81.4%,95.7%,71.6%,100%,71.6%
2026-07-30 11:00:00,82.4%,100%,93.0%,91.4%,51.5%,100%,73.8%,71.6%,100%,71.6%
2026-07-30 13:00:00,70.7%,100%,72.2%,74.8%,57.3%,100%,71.6%,71.5%,,79.0%
2026-07-30 15:00:00,59.6%,85.8%,71.6%,71.6%,100%,100%,71.6%,98.5%,,100%
2026-07-30 17:00:00,71.6%,72.3%,71.6%,71.6%,100%,100%,71.6%,100%,,100%
2026-07-30 19:00:00,71.6%,,71.6%,71.5%,100%,100%,71.5%,100%,,100%
2026-07-30 21:00:00,71.3%,,71.4%,71.3%,100%,95.6%,60.7%,100%,,100%
2026-07-30 23:00:00,71.3%,,76.7%,73.8%,100%,72.5%,47.3%,100%,100%,99.2%
2026-07-31 01:00:00,100%,71.6%,100%,100%,100%,80.2%,100%,85.8%,100%,75.0%
2026-07-31 03:00:00,100%,71.5%,100%,100%,100%,,100%,71.9%,100%,71.6%
2026-07-31 05:00:00,100%,98.8%,100%,100%,100%,,100%,71.6%,100%,71.6%
2026-07-31 07:00:00,100%,100%,100%,100%,99.4%,,100%,71.6%,100%,71.6%
2026-07-31 09:00:00,100.0%,100%,98.6%,100%,79.9%,,95.9%,71.5%,100%,71.6%
2026-07-31 11:00:00,81.8%,100%,75.6%,97.8%,71.6%,100%,86.3%,67.0%,100%,69.3%
2026-07-31 13:00:00,71.5%,100%,71.6%,72.7%,71.6%,100%,71.6%,68.1%,91.2%,83.5%
2026-07-31 15:00:00,71.6%,92.2%,71.6%,71.6%,71.6%,100%,71.6%,100%,74.2%,100%
2026-07-31 17:00:00,70.7%,72.0%,71.6%,71.5%,99.5%,100%,71.6%,100%,71.6%,100%
2026-07-31 19:00:00,71.5%,71.6%,71.6%,71.4%,100%,100%,71.6%,100%,71.6%,100%
2026-07-31 21:00:00,69.0%,71.6%,71.4%,70.7%,100%,99.8%,61.8%,100%,71.6%,100%
2026-07-31 23:00:00,45.5%,71.6%,73.3%,45.2%,100%,80.1%,100%,100.0%,93.4%,100%
2026-08-01 01:00:00,100%,72.9%,100%,100%,100%,71.6%,100%,92.2%,100%,100%
2026-08-01 03:00:00,100%,100%,100%,100%,100%,71.6%,100%,69.8%,100%,90.2%
2026-08-01 05:00:00,100%,100%,100%,100%,100%,71.6%,100%,71.6%,100%,72.5%
2026-08-01 07:00:00,100%,100%,100%,100%,100%,71.6%,100.0%,71.4%,100%,71.6%
2026-08-01 09:00:00,95.3%,100%,100%,100%,100%,71.2%,79.3%,71.5%,100%,71.6%
2026-08-01 11:00:00,71.5%,100.0%,99.9%,98.6%,82.6%,79.5%,71.6%,71.5%,84.9%,84.9%
2026-08-01 13:00:00,71.6%,84.4%,98.2%,78.4%,100%,100%,71.6%,46.2%,71.7%,100%
2026-08-01 15:00:00,71.6%,71.6%,78.9%,90.2%,100%,100%,71.5%,29.7%,71.6%,100%
2026-08-01 17:00:00,71.6%,71.6%,71.6%,75.1%,100%,100%,71.4%,26.9%,71.6%,100%
2026-08-01 19:00:00,71.5%,71.6%,71.4%,71.6%,100%,100%,68.9%,28.4%,71.6%,100%
2026-08-01 21:00:00,70.2%,71.5%,71.6%,71.6%,100%,98.1%,34.6%,100%,71.6%,100%
2026-08-01 23:00:00,90.2%,68.7%,71.6%,71.6%,100%,81.0%,55.8%,100%,77.2%,100%
2026-08-02 01:00:00,100%,38.2%,97.5%,72.7%,100%,71.6%,100%,100%,100%,100%
2026-08-02 03:00:00,100%,100%,100%,,,71.6%,100%,100%,100%,83.7%
2026-08-02 05:00:00,100%,100%,100%,,,71.6%,100%,100%,100%,73.1%
2026-08-02 07:00:00,99.9%,100%,100%,,,71.4%,100%,100%,100%,71.6%
2026-08-02 09:00:00,89.1%,100%,100%,,100%,57.2%,91.5%,95.6%,100%,71.6%
2026-08-02 11:00:00,57.2%,94.3%,100%,,100%,46.9%,71.9%,74.0%,100%,76.9%
2026-08-02 13:00:00,71.4%,72.6%,90.9%,,,100%,71.6%,71.6%,100%,100%
2026-08-02 15:00:00,71.4%,71.6%,71.8%,,,100%,71.6%,91.0%,87.9%,100%
2026-08-02 17:00:00,71.2%,71.6%,71.6%,,,100%,71.5%,100%,71.7%,100%
2026-08-02 19:00:00,59.3%,71.6%,71.6%,,,100%,56.3%,100%,71.6%,100%
2026-08-02 21:00:00,31.0%,70.9%,71.6%,,,98.4%,31.3%,100%,71.6%,100%
2026-08-02 23:00:00,74.8%,45.8%,72.5%,100%,,79.1%,31.0%,100%,71.6%,100.0%
2026-08-03 01:00:00,100%,28.6%,100%,100%,,71.6%,100%,97.7%,93.2%,82.4%
2026-08-03 03:00:00,100%,100%,100%,100%,,71.6%,100%,73.1%,100%,71.7%
2026-08-03 05:00:00,100%,100%,100%,100%,,71.6%,100%,71.7%,100%,71.6%
2026-08-03 07:00:00,100%,100%,100%,100%,100%,71.6%,100%,71.6%,100%,71.6%
2026-08-03 09:00:00,98.2%,100%,100%,100%,100%,70.4%,96.2%,71.6%,100%,71.6%
2026-08-03 11:00:00,73.9%,100%,100%,99.9%,100%,51.7%,75.2%,71.4%,99.9%,77.3%
2026-08-03 13:00:00,71.6%,87.7%,100%,77.8%,100%,100%,71.6%,49.1%,92.7%,100%
2026-08-03 15:00:00,71.5%,71.6%,77.3%,71.6%,100%,100%,71.6%,100%,71.8%,100%
2026-08-03 17:00:00,71.5%,71.6%,71.7%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-08-03 19:00:00,59.3%,71.6%,71.6%,71.6%,100%,100%,82.2%,100%,75.2%,100%
2026-08-03 21:00:00,32.8%,71.6%,71.6%,71.5%,100%,100%,100%,100%,100%,99.8%
2026-08-03 23:00:00,27.5%,71.6%,71.6%,80.2%,99.9%,94.0%,100%,100%,100%,77.0%
2026-08-04 01:00:00,82.6%,,97.8%,100%,79.4%,78.4%,100%,100%,100%,71.6%
2026-08-04 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,81.3%,100%,71.6%
2026-08-04 05:00:00,100%,,100%,100%,71.6%,71.6%,,71.7%,100%,71.6%
2026-08-04 07:00:00,100%,,100%,100%,71.6%,71.6%,,71.6%,96.2%,71.5%
2026-08-04 09:00:00,100%,,100%,100%,72.8%,71.5%,100%,71.5%,72.0%,71.1%
2026-08-04 11:00:00,97.1%,,97.1%,87.5%,100%,93.3%,100%,71.5%,71.6%,70.0%
2026-08-04 13:00:00,62.9%,,80.0%,71.6%,100%,100%,100%,66.4%,71.6%,100%
2026-08-04 15:00:00,48.3%,,71.6%,71.6%,100%,100%,100%,66.1%,71.6%,100%
2026-08-04 17:00:00,68.2%,,71.6%,71.6%,100%,100%,100%,100%,71.5%,100%
2026-08-04 19:00:00,67.3%,,71.5%,71.6%,100%,99.9%,99.9%,100%,65.0%,100%
2026-08-04 21:00:00,64.7%,,71.6%,71.5%,100%,77.4%,80.4%,100%,34.6%,100%
2026-08-04 23:00:00,72.8%,,71.5%,73.8%,96.4%,71.8%,100%,100%,33.6%,97.4%
2026-08-05 01:00:00,100%,100%,93.4%,100%,95.4%,71.6%,100%,99.0%,100%,73.8%
2026-08-05 03:00:00,100%,100%,100%,100%,74.9%,71.6%,100%,78.4%,100%,71.6%
2026-08-05 05:00:00,100%,100%,100%,100%,72.1%,71.6%,100%,71.8%,100%,71.6%
2026-08-05 07:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,71.6%
2026-08-05 09:00:00,99.9%,100%,100%,100%,71.5%,49.9%,100%,71.5%,100%,71.5%
2026-08-05 11:00:00,80.1%,100%,,100.0%,71.6%,76.1%,100.0%,71.6%,100%,98.2%
2026-08-05 13:00:00,70.9%,83.6%,100%,81.0%,74.8%,100%,84.0%,71.4%,96.5%,100%
2026-08-05 15:00:00,70.0%,71.7%,94.0%,71.6%,100%,100%,72.5%,82.2%,76.6%,100%
2026-08-05 17:00:00,68.8%,71.6%,73.5%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-08-05 19:00:00,70.7%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-08-05 21:00:00,52.6%,71.6%,71.5%,71.5%,100%,90.6%,78.1%,100%,71.6%,89.8%
2026-08-05 23:00:00,66.9%,71.6%,71.6%,70.4%,100%,71.8%,100%,100%,71.6%,72.2%
2026-08-06 01:00:00,100%,49.6%,96.0%,100%,96.9%,71.6%,100%,,73.9%,71.6%
2026-08-06 03:00:00,100%,75.5%,100%,100%,75.8%,71.6%,100%,100%,100%,71.6%
2026-08-06 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,,100%,71.6%
2026-08-06 07:00:00,100%,100%,100%,100%,71.6%,71.2%,100%,,100%,71.3%
2026-08-06 09:00:00,100%,100%,100%,100%,73.0%,54.7%,92.9%,,100%,59.5%
2026-08-06 11:00:00,99.8%,100%,100.0%,78.0%,100%,59.8%,78.9%,100%,100%,32.3%
2026-08-06 13:00:00,80.6%,99.7%,95.4%,71.6%,100%,100%,71.7%,,100%,27.0%
2026-08-06 15:00:00,71.2%,74.6%,77.6%,71.6%,100%,100%,71.6%,,90.3%,69.5%
2026-08-06 17:00:00,71.6%,71.6%,71.6%,83.2%,100%,100%,71.6%,,74.0%,100%
2026-08-06 19:00:00,71.5%,71.6%,71.6%,100%,100%,100%,76.9%,,71.6%,100%
2026-08-06 21:00:00,69.1%,71.6%,71.6%,100%,95.4%,100%,100%,,71.6%,100%
2026-08-06 23:00:00,62.7%,71.6%,77.2%,100%,74.0%,83.5%,100%,100%,73.8%,100%
2026-08-07 01:00:00,100%,71.5%,100%,100%,71.6%,71.6%,100%,100%,100%,100.0%
2026-08-07 03:00:00,100%,97.1%,100%,100%,71.6%,71.6%,100%,100%,100%,79.2%
2026-08-07 05:00:00,100%,100%,100%,99.7%,71.6%,71.6%,100.0%,100%,100%,71.7%
2026-08-07 07:00:00,100%,100%,100%,86.6%,71.5%,71.5%,83.3%,100%,100%,71.6%
2026-08-07 09:00:00,100.0%,100%,100%,71.6%,57.5%,69.4%,71.6%,100%,100%,71.6%
2026-08-07 11:00:00,84.4%,100%,98.9%,71.6%,30.7%,58.2%,71.6%,100%,100%,90.5%
2026-08-07 13:00:00,71.4%,99.9%,79.3%,71.5%,100%,100%,71.6%,100%,100%,100%
2026-08-07 15:00:00,71.5%,81.9%,72.2%,71.4%,100%,100%,71.5%,100%,100%,100%
2026-08-07 17:00:00,71.5%,71.6%,71.6%,42.4%,100%,100%,71.4%,100%,,100%
2026-08-07 19:00:00,71.5%,71.6%,71.6%,28.4%,100%,100%,58.7%,100%,100%,100%
2026-08-07 21:00:00,52.2%,71.6%,71.6%,24.0%,100%,100%,94.2%,100%,100%,100%
2026-08-07 23:00:00,46.1%,71.5%,75.7%,30.2%,97.4%,100.0%,100%,100%,100%,100%
2026-08-08 01:00:00,100%,72.7%,100%,100%,76.4%,88.3%,100%,100%,,99.9%
2026-08-08 03:00:00,100%,100%,100%,100%,71.6%,72.0%,100%,98.5%,,79.7%
2026-08-08 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,76.6%,,71.6%
2026-08-08 07:00:00,100%,100%,100%,100%,71.6%,71.5%,97.5%,71.7%,,71.6%
2026-08-08 09:00:00,100%,100%,100.0%,100%,71.6%,71.2%,74.6%,71.6%,,71.6%
2026-08-08 11:00:00,91.4%,100%,87.4%,81.6%,68.2%,90.0%,71.6%,73.0%,,86.8%
2026-08-08 13:00:00,61.1%,100%,72.0%,71.8%,42.7%,100%,71.6%,100%,,100%
2026-08-08 15:00:00,62.9%,87.2%,71.6%,71.6%,100%,100%,71.5%,100%,100%,100%
2026-08-08 17:00:00,66.2%,72.4%,71.6%,71.5%,100%,100%,71.6%,100%,100%,100%
2026-08-08 19:00:00,60.6%,71.6%,71.6%,69.2%,100%,100%,71.4%,100%,100%,100%
2026-08-08 21:00:00,56.6%,71.6%,71.5%,37.4%,100%,90.7%,67.7%,100%,100%,100%
2026-08-08 23:00:00,69.0%,71.6%,71.6%,50.3%,100.0%,72.3%,45.1%,98.9%,100%,99.7%
2026-08-09 01:00:00,100%,71.8%,100%,100%,81.8%,71.6%,100%,82.4%,100%,
2026-08-09 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,99.9%
2026-08-09 05:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,
2026-08-09 07:00:00,100.0%,100%,100%,100%,71.6%,71.5%,100%,71.5%,100%,
2026-08-09 09:00:00,91.3%,100%,100%,95.5%,71.5%,51.5%,98.2%,71.6%,99.9%,
2026-08-09 11:00:00,71.2%,100%,99.8%,74.4%,81.7%,67.3%,85.4%,74.2%,89.6%,
2026-08-09 13:00:00,71.1%,99.7%,96.0%,71.7%,100%,100%,73.4%,100%,71.7%,
2026-08-09 15:00:00,71.0%,97.1%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-08-09 17:00:00,69.5%,72.2%,71.6%,71.6%,100%,100%,71.5%,100%,71.5%,100%
2026-08-09 19:00:00,59.2%,71.6%,71.6%,71.5%,100%,100%,71.6%,100%,71.6%,100%
2026-08-09 21:00:00,77.8%,71.6%,71.6%,71.6%,100.0%,85.5%,72.5%,100%,71.4%,100%
2026-08-09 23:00:00,100%,71.6%,71.6%,,81.8%,71.7%,100%,93.4%,98.7%,100%
2026-08-10 01:00:00,100%,72.4%,71.6%,88.1%,71.8%,71.6%,100%,72.5%,100%,100.0%
2026-08-10 03:00:00,100%,100%,100%,,71.6%,71.6%,100%,71.6%,100%,86.8%
2026-08-10 05:00:00,100%,100%,100%,,71.6%,71.5%,100%,71.6%,100%,72.0%
2026-08-10 07:00:00,96.3%,100%,100%,,71.6%,71.4%,97.9%,71.6%,100%,71.6%
2026-08-10 09:00:00,71.2%,100%,100%,,71.0%,43.3%,76.4%,71.6%,100%,71.6%
2026-08-10 11:00:00,71.6%,100%,100%,,37.7%,42.9%,71.6%,73.0%,98.6%,83.0%
2026-08-10 13:00:00,71.6%,100%,94.5%,,,100%,71.6%,100%,74.6%,100%
2026-08-10 15:00:00,71.5%,100%,72.1%,,100%,100%,71.6%,100%,71.6%,100%
2026-08-10 17:00:00,71.3%,87.7%,,,100%,100%,71.6%,100%,71.6%,100%
2026-08-10 19:00:00,47.9%,71.6%,,,100%,100%,71.3%,100%,71.5%,100%
2026-08-10 21:00:00,30.6%,71.6%,71.6%,,100%,100%,44.2%,100%,71.4%,96.6%
2026-08-10 23:00:00,92.4%,71.6%,,,100%,94.8%,71.5%,95.4%,96.1%,72.8%
2026-08-11 01:00:00,100%,73.8%,71.6%,,94.7%,74.9%,100%,72.2%,100%,71.6%
2026-08-11 03:00:00,100%,100%,,,74.9%,71.6%,100%,71.6%,100%,71.6%
2026-08-11 05:00:00,100%,100%,,,73.7%,71.6%,100%,71.6%,100%,71.6%
2026-08-11 07:00:00,100%,100%,,,,71.6%,100%,71.6%,100%,71.5%
2026-08-11 09:00:00,99.7%,100%,,,,71.6%,100%,71.4%,100%,70.7%
2026-08-11 11:00:00,78.5%,100%,,,100%,54.5%,82.1%,53.7%,100%,36.3%
2026-08-11 13:00:00,71.5%,92.1%,,,100%,96.8%,71.7%,29.1%,99.6%,29.3%
2026-08-11 15:00:00,71.6%,72.9%,,,100%,100%,71.6%,30.3%,74.1%,100%
2026-08-11 17:00:00,71.6%,71.6%,,,100%,100%,71.6%,99.9%,71.6%,100%
2026-08-11 19:00:00,71.4%,71.6%,,,100%,100%,71.5%,96.7%,71.6%,100%
2026-08-11 21:00:00,45.5%,71.6%,71.6%,,100%,100%,66.9%,71.7%,71.6%,100%
2026-08-11 23:00:00,32.8%,71.6%,88.4%,,100%,97.5%,100%,71.6%,75.1%,100%
2026-08-12 01:00:00,100%,69.8%,100%,,91.6%,76.2%,100%,71.6%,100%,100%
2026-08-12 03:00:00,100%,100%,100%,,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-12 05:00:00,100%,100%,100%,,71.6%,71.6%,100%,71.3%,100%,100%
2026-08-12 07:00:00,100%,100%,100%,,71.6%,71.6%,100%,62.9%,100%,100.0%
2026-08-12 09:00:00,100%,100%,100%,,71.5%,71.6%,100%,32.0%,100%,78.0%
2026-08-12 11:00:00,98.4%,100%,100%,,81.9%,78.6%,100%,27.5%,100%,100%
2026-08-12 13:00:00,77.9%,99.3%,100%,,100%,100%,80.3%,33.5%,86.0%,100%
2026-08-12 15:00:00,71.6%,73.1%,100%,100%,100%,100%,71.6%,100%,73.0%,100%
2026-08-12 17:00:00,71.1%,71.6%,100%,,100%,100%,71.6%,100%,71.6%,100%
2026-08-12 19:00:00,69.0%,71.6%,100%,100%,100%,100%,71.6%,100%,71.6%,100%
2026-08-12 21:00:00,71.2%,71.6%,100%,100%,100.0%,100%,71.5%,100%,71.4%,100%
2026-08-12 23:00:00,58.8%,71.6%,100%,100%,82.2%,100%,98.6%,100%,74.4%,100%
2026-08-13 01:00:00,70.4%,94.4%,100%,100%,71.6%,90.1%,100%,100.0%,100%,100%
2026-08-13 03:00:00,100%,100%,100%,100%,71.6%,71.8%,100%,85.9%,100%,100%
2026-08-13 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.7%,100%,100%
2026-08-13 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-13 09:00:00,100%,100%,100%,100.0%,71.3%,71.5%,100%,73.3%,100%,100%
2026-08-13 11:00:00,100%,100%,100%,100%,65.5%,100%,96.8%,100%,100%,100%
2026-08-13 13:00:00,86.2%,80.3%,85.9%,100%,100%,100%,74.3%,100%,99.7%,97.2%
2026-08-13 15:00:00,71.5%,71.6%,71.8%,90.3%,100%,100%,71.6%,100%,75.6%,73.2%
2026-08-13 17:00:00,71.6%,71.6%,71.6%,80.7%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-13 19:00:00,71.6%,100%,71.6%,78.2%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-13 21:00:00,71.5%,,71.6%,71.6%,100%,100%,86.8%,100%,71.6%,71.5%
2026-08-13 23:00:00,72.5%,,78.3%,71.6%,100%,85.9%,100%,88.6%,79.0%,71.4%
2026-08-14 01:00:00,100%,,100%,73.4%,98.9%,71.6%,100%,72.3%,100%,86.4%
2026-08-14 03:00:00,100%,100%,100%,100%,77.8%,71.6%,100%,71.6%,100%,100%
2026-08-14 05:00:00,100%,100%,100%,100%,72.7%,71.5%,100%,71.6%,100%,100%
2026-08-14 07:00:00,100%,100%,100%,100%,71.6%,71.4%,96.1%,71.6%,100%,100%
2026-08-14 09:00:00,100%,100%,100%,100%,71.6%,63.1%,73.6%,71.6%,100%,100%
2026-08-14 11:00:00,100%,100%,100%,100%,71.5%,73.6%,71.6%,71.5%,98.6%,100%
2026-08-14 13:00:00,91.3%,100%,100%,100%,89.8%,100%,71.6%,71.5%,72.5%,96.4%
2026-08-14 15:00:00,70.9%,90.4%,99.9%,100%,100%,100%,71.6%,97.4%,71.6%,74.7%
2026-08-14 17:00:00,70.8%,71.9%,89.6%,100%,100%,100%,71.5%,100%,71.6%,71.6%
2026-08-14 19:00:00,71.4%,71.6%,,100%,100%,100%,71.0%,100%,71.6%,71.6%
2026-08-14 21:00:00,89.8%,71.6%,,98.6%,100%,100%,45.1%,100%,71.5%,71.6%
2026-08-14 23:00:00,100%,71.6%,,82.6%,100%,99.5%,100%,100%,72.8%,71.6%
2026-08-15 01:00:00,100%,74.1%,,100%,89.4%,81.8%,100%,99.9%,100%,90.4%
2026-08-15 03:00:00,100%,100%,,100%,72.1%,71.7%,100%,94.6%,100%,100%
2026-08-15 05:00:00,100%,100%,93.1%,100%,71.6%,71.6%,100%,76.0%,100%,100%
2026-08-15 07:00:00,99.8%,100%,85.6%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-15 09:00:00,74.1%,100%,100%,100%,71.6%,71.6%,99.9%,71.5%,100%,100%
2026-08-15 11:00:00,60.4%,100%,100%,100.0%,71.6%,81.8%,90.3%,71.6%,100%,100%
2026-08-15 13:00:00,71.0%,99.3%,100%,81.8%,81.5%,100%,71.7%,71.5%,93.8%,93.7%
2026-08-15 15:00:00,67.1%,81.0%,100%,71.6%,100%,100%,71.6%,78.4%,72.1%,72.1%
2026-08-15 17:00:00,71.3%,72.0%,100%,71.6%,100%,100%,71.6%,,71.6%,71.6%
2026-08-15 19:00:00,59.0%,71.6%,100%,71.6%,100%,100%,71.6%,,71.6%,71.6%
2026-08-15 21:00:00,31.8%,71.6%,100%,71.5%,100%,100%,71.4%,,71.6%,71.5%
2026-08-15 23:00:00,31.1%,71.6%,100%,62.3%,99.0%,91.1%,55.9%,100%,74.2%,71.4%
2026-08-16 01:00:00,100%,71.6%,100%,100%,86.5%,71.7%,100%,,100%,64.9%
2026-08-16 03:00:00,100%,76.6%,100%,100%,71.6%,71.5%,100%,100%,100%,100%
2026-08-16 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,100%,100%,100%
2026-08-16 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,100%,100%,100%
2026-08-16 09:00:00,100%,100%,98.2%,100%,71.6%,66.7%,100%,100%,100%,100%
2026-08-16 11:00:00,100%,100%,74.7%,100%,70.6%,39.5%,95.9%,100%,99.9%,100%
2026-08-16 13:00:00,94.9%,100%,71.6%,97.0%,53.1%,,75.8%,100%,92.2%,99.8%
2026-08-16 15:00:00,57.2%,96.6%,71.6%,71.9%,100%,,71.6%,100.0%,72.2%,75.6%
2026-08-16 17:00:00,62.3%,72.9%,71.6%,71.6%,100%,,71.6%,100%,71.6%,71.6%
2026-08-16 19:00:00,43.7%,71.6%,71.4%,71.6%,100%,,71.6%,100%,71.6%,71.6%
2026-08-16 21:00:00,64.4%,71.6%,47.8%,71.4%,100%,,71.4%,100%,71.6%,71.6%
2026-08-16 23:00:00,74.2%,71.6%,46.5%,66.7%,100%,,71.5%,100%,73.6%,71.5%
2026-08-17 01:00:00,100%,73.2%,100%,73.8%,100%,,62.8%,100%,100%,88.8%
2026-08-17 03:00:00,100%,100%,100%,100%,96.3%,,60.7%,100%,100%,100%
2026-08-17 05:00:00,100%,100%,100%,100%,75.5%,,,100%,100%,100%
2026-08-17 07:00:00,100%,100%,100%,100%,71.8%,,,100%,100%,100%
2026-08-17 09:00:00,100.0%,100%,100%,100%,71.6%,,80.7%,100%,100%,100%
2026-08-17 11:00:00,87.6%,100%,98.7%,100%,73.3%,100%,,100%,96.9%,100%
2026-08-17 13:00:00,71.0%,100%,86.1%,99.6%,100%,100%,,100%,72.9%,98.1%
2026-08-17 15:00:00,71.5%,100%,71.7%,78.7%,100%,100%,,100%,71.6%,77.8%
2026-08-17 17:00:00,71.6%,96.4%,71.5%,71.7%,100%,100%,,100%,71.6%,73.8%
2026-08-17 19:00:00,71.3%,77.8%,71.6%,71.5%,100%,100%,,99.7%,71.6%,
2026-08-17 21:00:00,62.2%,71.6%,71.6%,71.5%,100.0%,99.4%,,79.2%,71.6%,
2026-08-17 23:00:00,33.2%,71.6%,72.5%,82.1%,81.0%,76.2%,,71.6%,77.1%,
2026-08-18 01:00:00,35.6%,71.9%,100%,100%,71.7%,71.6%,100%,,100%,100%
2026-08-18 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-18 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
