sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-09-09 13:15:00,71.6%,100%,,100%,,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:15:20,,100%,,100%,100%,100%,71.6%,,78.7%,100%
2026-09-09 13:15:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,
2026-09-09 13:16:00,,100%,100%,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 13:16:20,71.6%,100%,100%,100%,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 13:16:40,71.6%,100%,,,100%,100%,71.6%,,100%,
2026-09-09 13:17:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:17:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:17:40,71.6%,100%,,100%,100%,100%,71.6%,,100%,
2026-09-09 13:18:00,71.6%,100%,,100%,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:18:20,71.6%,100%,,100%,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:18:40,,,,100%,,100%,71.6%,71.6%,92.9%,
2026-09-09 13:19:00,71.6%,,,100%,,100%,71.6%,,100%,100%
2026-09-09 13:19:20,71.6%,,,100%,,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:19:40,71.6%,,,100%,,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:20:00,,100%,,100%,,100%,71.6%,,85.8%,
2026-09-09 13:20:20,71.6%,100%,,100%,,100%,78.7%,71.6%,92.9%,100%
2026-09-09 13:20:40,71.6%,100%,,100%,,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:21:00,71.6%,100%,100%,100%,,100%,71.6%,,100%,
2026-09-09 13:21:20,71.6%,100%,100%,100%,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:21:40,71.6%,,100%,100%,,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:22:00,71.6%,,,100%,100%,100%,71.6%,71.6%,85.8%,
2026-09-09 13:22:20,71.6%,,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:22:40,,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:23:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,
2026-09-09 13:23:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:23:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:24:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:24:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:24:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:25:00,71.6%,100%,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:25:20,71.6%,,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:25:40,71.6%,,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:26:00,71.6%,,100%,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:26:20,71.6%,,100%,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:26:40,71.6%,,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:27:00,71.6%,,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:27:20,71.6%,,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:27:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:28:00,71.6%,,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:28:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:28:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:29:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:29:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:29:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:30:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:30:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:30:40,71.6%,100%,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:31:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:31:20,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:31:40,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:32:00,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:32:20,71.6%,,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:32:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:33:00,71.6%,,,,100%,100%,71.6%,,71.6%,
2026-09-09 13:33:20,71.6%,,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:33:40,71.6%,,,,100%,100%,71.6%,,71.6%,
2026-09-09 13:34:00,71.6%,,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:34:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,
2026-09-09 13:34:40,71.6%,,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:35:00,71.6%,100%,,,100%,100%,71.6%,71.6%,100%,100%
2026-09-09 13:35:20,71.6%,100%,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:35:40,71.6%,100%,,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:36:00,71.6%,100%,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:36:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:36:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:37:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:37:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:37:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:38:00,71.6%,,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:38:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:38:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:39:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:39:20,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:39:40,71.6%,,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:40:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:40:20,71.6%,100%,,,100%,100%,71.6%,71.6%,92.9%,
2026-09-09 13:40:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:41:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,92.9%,100%
2026-09-09 13:41:20,71.6%,100%,100%,,100%,100%,71.6%,71.6%,78.7%,
2026-09-09 13:41:40,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:42:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:42:20,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:42:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:43:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:43:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:43:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:44:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:44:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:44:40,71.6%,100%,,,100%,100%,71.6%,63.0%,71.6%,
2026-09-09 13:45:00,78.7%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:45:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:45:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,
2026-09-09 13:46:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:46:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:46:40,71.6%,,,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:47:00,,,,,,100%,71.6%,,71.6%,
2026-09-09 13:47:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:47:40,,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:48:00,71.6%,,,,100%,100%,71.6%,,71.6%,
2026-09-09 13:48:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:48:40,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:49:00,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:49:20,71.6%,,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:49:40,71.6%,,,,100%,100%,71.6%,62.8%,78.7%,100%
2026-09-09 13:50:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:50:20,71.6%,100%,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:50:40,71.6%,100%,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:51:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:51:20,71.6%,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 13:51:40,71.6%,100%,100%,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:52:00,71.6%,100%,,,100%,100%,71.6%,71.6%,85.8%,100%
2026-09-09 13:52:20,71.6%,100%,,,100%,100%,71.6%,,85.8%,
2026-09-09 13:52:40,,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:53:00,71.6%,100%,,,100%,100%,71.6%,71.6%,78.7%,100%
2026-09-09 13:53:20,71.6%,100%,,,100%,100%,71.6%,,78.7%,
2026-09-09 13:53:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:54:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:54:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:54:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:55:00,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:55:20,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:55:40,71.6%,100%,,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:56:00,78.7%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:56:20,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:56:40,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:57:00,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:57:20,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 13:57:40,71.6%,100%,100%,,100%,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:58:00,71.6%,100%,100%,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:58:20,71.6%,100%,100%,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:58:40,71.6%,100%,100%,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:59:00,71.6%,100%,,,,100%,71.6%,,78.7%,
2026-09-09 13:59:20,71.6%,100%,,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 13:59:40,71.6%,100%,,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 14:00:00,71.6%,100%,,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 14:00:20,71.6%,100%,,,,100%,71.6%,71.6%,71.6%,100%
2026-09-09 14:00:40,71.6%,100%,,,,100%,71.6%,87.4%,71.6%,100%
2026-09-09 14:01:00,71.6%,100%,100%,,,100%,71.6%,88.6%,78.7%,100%
2026-09-09 14:01:20,71.6%,100%,100%,,,100%,71.6%,71.6%,85.8%,100%
2026-09-09 14:01:40,71.6%,100%,100%,,,100%,71.6%,87.4%,78.7%,100%
2026-09-09 14:02:00,71.6%,100%,100%,,100%,100%,71.6%,88.6%,71.6%,100%
2026-09-09 14:02:20,71.6%,100%,100%,,100%,100%,71.6%,90.5%,71.6%,100%
2026-09-09 14:02:40,71.6%,100%,,,100%,100%,71.6%,90.5%,71.6%,100%
2026-09-09 14:03:00,,100%,,,,100%,71.6%,85.8%,71.6%,
2026-09-09 14:03:20,71.6%,100%,,,100%,100%,71.6%,87.4%,71.6%,100%
2026-09-09 14:03:40,71.6%,100%,,,100%,100%,71.6%,83.8%,71.6%,100%
2026-09-09 14:04:00,71.6%,100%,,,100%,100%,71.6%,85.8%,71.6%,100%
2026-09-09 14:04:20,71.6%,100%,,,100%,100%,71.6%,90.5%,85.8%,100%
2026-09-09 14:04:40,71.6%,100%,,,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:05:00,,100%,,,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:05:20,,100%,,,,100%,71.6%,100%,71.6%,
2026-09-09 14:05:40,,100%,,,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:06:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:06:20,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:06:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:07:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:07:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:07:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:08:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:08:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:08:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:09:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:09:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:09:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:10:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:10:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:10:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:11:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:11:20,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:11:40,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:12:00,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:12:20,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:12:40,,100%,,,,100%,71.6%,,71.6%,100%
2026-09-09 14:13:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:13:20,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:13:40,,100%,,,,100%,71.6%,,71.6%,100%
2026-09-09 14:14:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:14:20,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:14:40,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:15:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:15:20,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:15:40,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:16:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:16:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:16:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:17:00,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:17:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:17:40,,100%,,,100%,100%,71.6%,,71.6%,85.8%
2026-09-09 14:18:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:18:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:18:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:19:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:19:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:19:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:20:00,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:20:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:20:40,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:21:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:21:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:21:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:22:00,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:22:20,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:22:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:23:00,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:23:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:23:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:24:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:24:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:24:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:25:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:25:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:25:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:26:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:26:20,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:26:40,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:27:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:27:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:27:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:28:00,,100%,,,,100%,71.6%,,71.6%,
2026-09-09 14:28:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:28:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:29:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:29:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:29:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:30:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:30:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:30:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:31:00,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:31:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:31:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:32:00,,100%,,,,100%,71.6%,,71.6%,
2026-09-09 14:32:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:32:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:33:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:33:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:33:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:34:00,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:34:20,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:34:40,,,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:35:00,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:35:20,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:35:40,,100%,,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:36:00,,100%,100%,,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:36:20,,100%,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:36:40,,100%,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:37:00,,100%,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:37:20,,100%,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:37:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:38:00,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:38:20,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:38:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:39:00,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:39:20,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:39:40,,100%,,71.6%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:40:00,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:40:20,,100%,,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 14:40:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:41:00,,,100%,100%,100%,100%,71.6%,,71.6%,
2026-09-09 14:41:20,,,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:41:40,,,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:42:00,,,100%,78.7%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:42:20,,,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:42:40,,,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:43:00,,,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:43:20,,,100%,100%,,100%,71.6%,,71.6%,100%
2026-09-09 14:43:40,,,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:44:00,,,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:44:20,,,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:44:40,,,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:45:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 14:45:20,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:45:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:46:00,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:46:20,,100%,100%,71.6%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:46:40,,100%,100%,100%,,100%,71.6%,,71.6%,100%
2026-09-09 14:47:00,,100%,100%,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:47:20,,100%,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:47:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:48:00,,100%,,85.8%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:48:20,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:48:40,,100%,,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:49:00,,100%,,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:49:20,,100%,,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:49:40,,100%,,100%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:50:00,,100%,,85.8%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:50:20,,100%,,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:50:40,,100%,,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:51:00,,100%,100%,85.8%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:51:20,,100%,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:51:40,,100%,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:52:00,,100%,100%,92.9%,100%,100%,71.6%,,71.6%,100%
2026-09-09 14:52:20,,100%,100%,100%,100%,100%,71.6%,,71.6%,
2026-09-09 14:52:40,,100%,100%,100%,,100%,71.6%,,71.6%,100%
2026-09-09 14:53:00,,,,100%,,100%,71.6%,,71.6%,
2026-09-09 14:53:20,,,,71.6%,,100%,71.6%,,71.6%,100%
2026-09-09 14:53:40,,,,71.6%,,100%,71.6%,,71.6%,100%
2026-09-09 14:54:00,,,,78.7%,,100%,71.6%,,71.6%,100%
2026-09-09 14:54:20,,,,78.7%,,100%,71.6%,,71.6%,100%
2026-09-09 14:54:40,,,,78.7%,,100%,71.6%,,71.6%,100%
2026-09-09 14:55:00,,100%,,78.7%,,100%,71.6%,,71.6%,100%
2026-09-09 14:55:20,,100%,,78.7%,,100%,71.6%,,71.6%,100%
2026-09-09 14:55:40,,100%,,71.6%,,100%,71.6%,,71.6%,100%
2026-09-09 14:56:00,,100%,100%,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 14:56:20,,100%,100%,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 14:56:40,,,100%,92.9%,,100%,71.6%,100%,71.6%,100%
2026-09-09 14:57:00,,,100%,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 14:57:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:57:40,,,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 14:58:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:58:20,,,100%,85.8%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:58:40,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:59:00,,,100%,85.8%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:59:20,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 14:59:40,,,100%,92.9%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:00:00,,100%,100%,100%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:00:20,,100%,100%,100%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:00:40,,100%,100%,100%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:01:00,,100%,100%,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:01:20,,100%,100%,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:01:40,,100%,,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:02:00,,100%,,85.8%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:02:20,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:02:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:03:00,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:03:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
