sep=,
"Time","I38","I39","I40","I41","I42","I43","I44","I48","I38","I39","I40","I41","I42","I43","I44","I48"
2026-09-08 00:30:00,26.7 V,,26.6 V,26.7 V,,27.0 V,26.7 V,,1873 rpm,,1790 rpm,1842 rpm,,1805 rpm,1828 rpm,
2026-09-08 00:32:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1882 rpm,,1822 rpm,1791 rpm,,1806 rpm,1834 rpm,
2026-09-08 00:34:00,26.7 V,,26.8 V,26.8 V,,,26.7 V,,1838 rpm,,1799 rpm,1802 rpm,,,1829 rpm,
2026-09-08 00:36:00,26.7 V,,26.6 V,26.8 V,,,26.7 V,,1836 rpm,,1806 rpm,1803 rpm,,,1825 rpm,
2026-09-08 00:38:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1840 rpm,,1799 rpm,1827 rpm,,1806 rpm,1834 rpm,
2026-09-08 00:40:00,26.7 V,,26.8 V,26.8 V,,26.9 V,26.7 V,,1845 rpm,,1803 rpm,1888 rpm,,1820 rpm,1824 rpm,
2026-09-08 00:42:00,26.7 V,,26.6 V,,,27.0 V,26.7 V,,1652 rpm,,1800 rpm,,,1797 rpm,1837 rpm,
2026-09-08 00:44:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,,1877 rpm,,1805 rpm,1798 rpm,,1836 rpm,1841 rpm,
2026-09-08 00:46:00,26.7 V,,26.6 V,26.8 V,,27.0 V,26.7 V,26.2 V,1876 rpm,,1796 rpm,1823 rpm,,1819 rpm,1830 rpm,1832 rpm
2026-09-08 00:48:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,26.2 V,1879 rpm,,1795 rpm,1844 rpm,,1865 rpm,1854 rpm,1798 rpm
2026-09-08 00:50:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,26.1 V,1878 rpm,,1806 rpm,1796 rpm,,1837 rpm,1820 rpm,1798 rpm
2026-09-08 00:52:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.6 V,26.1 V,1881 rpm,,1830 rpm,1802 rpm,,1832 rpm,1837 rpm,1814 rpm
2026-09-08 00:54:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,26.2 V,1879 rpm,,1838 rpm,1811 rpm,,1820 rpm,1826 rpm,1840 rpm
2026-09-08 00:56:00,26.7 V,,26.8 V,26.8 V,,27.0 V,26.7 V,26.3 V,1865 rpm,,1836 rpm,1817 rpm,,1812 rpm,1825 rpm,1812 rpm
2026-09-08 00:58:00,26.7 V,,26.8 V,26.7 V,,27.0 V,26.7 V,26.4 V,1815 rpm,,1834 rpm,1827 rpm,,1829 rpm,1843 rpm,1286 rpm
2026-09-08 01:00:00,26.8 V,,26.6 V,26.8 V,,26.8 V,26.7 V,26.5 V,1860 rpm,,1811 rpm,1835 rpm,,1840 rpm,1624 rpm,800 rpm
2026-09-08 01:02:00,26.8 V,,26.8 V,,,27.0 V,26.7 V,26.0 V,1876 rpm,,1792 rpm,,,1783 rpm,1046 rpm,1784 rpm
2026-09-08 01:04:00,26.8 V,,26.8 V,26.8 V,,27.0 V,26.7 V,26.2 V,1821 rpm,,1791 rpm,1313 rpm,,1809 rpm,1820 rpm,1820 rpm
2026-09-08 01:06:00,26.7 V,,26.6 V,26.8 V,,27.0 V,26.7 V,26.2 V,1804 rpm,,1840 rpm,1606 rpm,,1818 rpm,1815 rpm,1821 rpm
2026-09-08 01:08:00,26.7 V,,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1795 rpm,,1764 rpm,1368 rpm,,1803 rpm,1839 rpm,1817 rpm
2026-09-08 01:10:00,26.7 V,,26.8 V,26.9 V,,27.0 V,26.7 V,26.2 V,1842 rpm,,1743 rpm,1263 rpm,,1845 rpm,1821 rpm,1823 rpm
2026-09-08 01:12:00,26.7 V,,26.8 V,26.9 V,,27.0 V,26.7 V,26.5 V,1836 rpm,,1810 rpm,1263 rpm,,1807 rpm,1827 rpm,820 rpm
2026-09-08 01:14:00,26.7 V,,26.8 V,27.0 V,25.3 V,27.1 V,26.7 V,25.6 V,1822 rpm,,1901 rpm,1263 rpm,0 rpm,1836 rpm,952 rpm,1343 rpm
2026-09-08 01:16:00,26.7 V,,26.8 V,27.0 V,25.1 V,27.0 V,26.7 V,26.2 V,1822 rpm,,1818 rpm,1263 rpm,0 rpm,1820 rpm,800 rpm,1815 rpm
2026-09-08 01:18:00,26.7 V,,26.8 V,27.0 V,,27.0 V,26.7 V,26.4 V,1821 rpm,,1763 rpm,1262 rpm,,1809 rpm,1549 rpm,1467 rpm
2026-09-08 01:20:00,26.7 V,,26.8 V,27.0 V,25.0 V,27.0 V,26.7 V,26.2 V,1272 rpm,,1825 rpm,1263 rpm,0 rpm,1550 rpm,1819 rpm,1234 rpm
2026-09-08 01:22:00,26.7 V,,26.0 V,27.0 V,25.0 V,27.0 V,26.7 V,26.3 V,800 rpm,,1856 rpm,1262 rpm,0 rpm,800 rpm,1824 rpm,1757 rpm
2026-09-08 01:24:00,26.7 V,,26.8 V,27.0 V,,27.0 V,26.9 V,26.3 V,800 rpm,,1796 rpm,1263 rpm,,800 rpm,1814 rpm,1815 rpm
2026-09-08 01:26:00,26.8 V,,26.8 V,27.1 V,25.0 V,27.0 V,26.9 V,26.6 V,800 rpm,,1777 rpm,1263 rpm,0 rpm,800 rpm,1824 rpm,800 rpm
2026-09-08 01:28:00,26.8 V,25.8 V,26.6 V,27.1 V,25.0 V,27.0 V,26.9 V,26.1 V,800 rpm,558 rpm,1810 rpm,1263 rpm,0 rpm,1310 rpm,1833 rpm,1724 rpm
2026-09-08 01:30:00,26.9 V,26.8 V,26.8 V,27.1 V,,27.1 V,26.9 V,26.2 V,1241 rpm,799 rpm,1779 rpm,1262 rpm,,1817 rpm,1843 rpm,1785 rpm
2026-09-08 01:32:00,26.8 V,26.7 V,26.8 V,27.1 V,25.0 V,27.0 V,26.9 V,26.1 V,1788 rpm,600 rpm,1776 rpm,1263 rpm,0 rpm,1835 rpm,1781 rpm,1841 rpm
2026-09-08 01:34:00,26.8 V,,26.8 V,27.1 V,25.0 V,27.0 V,26.9 V,26.4 V,1837 rpm,,1857 rpm,1262 rpm,0 rpm,1821 rpm,1817 rpm,1856 rpm
2026-09-08 01:36:00,26.8 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.9 V,26.3 V,1811 rpm,,1815 rpm,1263 rpm,0 rpm,1806 rpm,837 rpm,1811 rpm
2026-09-08 01:38:00,26.5 V,,26.8 V,27.1 V,,27.0 V,26.8 V,26.1 V,1828 rpm,,1783 rpm,1262 rpm,,1806 rpm,1819 rpm,1817 rpm
2026-09-08 01:40:00,26.8 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.8 V,26.2 V,1833 rpm,,1834 rpm,1263 rpm,0 rpm,1824 rpm,1820 rpm,1825 rpm
2026-09-08 01:42:00,26.6 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.7 V,26.3 V,1845 rpm,,1779 rpm,1262 rpm,,1803 rpm,1140 rpm,1840 rpm
2026-09-08 01:44:00,26.7 V,,26.8 V,27.1 V,,27.0 V,26.7 V,26.0 V,1824 rpm,,1794 rpm,1262 rpm,0 rpm,1837 rpm,1842 rpm,1806 rpm
2026-09-08 01:46:00,26.6 V,,26.6 V,27.1 V,24.9 V,27.0 V,26.7 V,26.2 V,1879 rpm,,1813 rpm,1262 rpm,0 rpm,1801 rpm,1821 rpm,1823 rpm
2026-09-08 01:48:00,26.7 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.7 V,26.3 V,1060 rpm,,1799 rpm,1263 rpm,0 rpm,1805 rpm,1837 rpm,1141 rpm
2026-09-08 01:50:00,26.7 V,,26.7 V,27.1 V,,27.0 V,26.6 V,26.2 V,800 rpm,,1800 rpm,1263 rpm,,1825 rpm,1816 rpm,800 rpm
2026-09-08 01:52:00,26.8 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.7 V,26.1 V,983 rpm,,1834 rpm,1263 rpm,0 rpm,859 rpm,1612 rpm,800 rpm
2026-09-08 01:54:00,26.6 V,,26.8 V,27.1 V,24.9 V,27.0 V,26.8 V,26.4 V,1799 rpm,,1862 rpm,1262 rpm,0 rpm,1170 rpm,890 rpm,1058 rpm
2026-09-08 01:56:00,26.8 V,,26.8 V,27.1 V,,27.0 V,26.9 V,26.2 V,1817 rpm,,1837 rpm,1263 rpm,,1770 rpm,800 rpm,1713 rpm
2026-09-08 01:58:00,26.8 V,,26.6 V,27.1 V,24.9 V,27.0 V,27.0 V,26.5 V,1844 rpm,,1792 rpm,1263 rpm,0 rpm,1783 rpm,800 rpm,800 rpm
2026-09-08 02:00:00,26.8 V,26.9 V,26.8 V,27.1 V,24.9 V,27.0 V,,26.1 V,1817 rpm,799 rpm,1744 rpm,1262 rpm,0 rpm,1812 rpm,,1891 rpm
2026-09-08 02:02:00,26.7 V,26.9 V,26.8 V,27.1 V,,27.0 V,,26.1 V,1799 rpm,800 rpm,1411 rpm,1263 rpm,,1774 rpm,,1832 rpm
2026-09-08 02:04:00,26.7 V,26.9 V,25.8 V,27.1 V,24.9 V,26.9 V,,26.2 V,800 rpm,800 rpm,800 rpm,1262 rpm,0 rpm,1810 rpm,,1787 rpm
2026-09-08 02:06:00,26.7 V,26.9 V,25.9 V,27.1 V,27.0 V,27.0 V,,26.4 V,800 rpm,800 rpm,800 rpm,1262 rpm,1115 rpm,1812 rpm,,1331 rpm
2026-09-08 02:08:00,26.7 V,26.9 V,26.6 V,27.1 V,,27.0 V,,26.5 V,800 rpm,800 rpm,1306 rpm,1262 rpm,,1832 rpm,,800 rpm
2026-09-08 02:10:00,26.7 V,26.8 V,26.7 V,27.1 V,25.3 V,27.0 V,,26.5 V,800 rpm,800 rpm,1829 rpm,1612 rpm,0 rpm,1814 rpm,,800 rpm
2026-09-08 02:12:00,26.8 V,27.0 V,26.8 V,27.1 V,26.8 V,27.0 V,,26.4 V,1146 rpm,800 rpm,1746 rpm,1812 rpm,1069 rpm,1775 rpm,,1142 rpm
2026-09-08 02:14:00,26.8 V,27.0 V,26.7 V,27.0 V,25.0 V,27.0 V,,26.4 V,1826 rpm,800 rpm,1774 rpm,1300 rpm,0 rpm,1820 rpm,,1801 rpm
2026-09-08 02:16:00,26.9 V,27.0 V,26.8 V,27.0 V,27.0 V,27.0 V,,26.3 V,1799 rpm,800 rpm,1733 rpm,1300 rpm,800 rpm,800 rpm,,1857 rpm
2026-09-08 02:18:00,26.7 V,27.0 V,26.5 V,27.0 V,,27.0 V,,26.1 V,1856 rpm,800 rpm,1830 rpm,1300 rpm,,800 rpm,,1877 rpm
2026-09-08 02:20:00,26.7 V,27.0 V,26.8 V,27.0 V,,27.0 V,,26.1 V,1830 rpm,800 rpm,1796 rpm,1300 rpm,,1364 rpm,,1837 rpm
2026-09-08 02:22:00,26.7 V,27.0 V,26.8 V,27.0 V,,26.9 V,,26.2 V,1869 rpm,800 rpm,1803 rpm,1300 rpm,,1851 rpm,,1831 rpm
2026-09-08 02:24:00,26.7 V,27.0 V,26.8 V,27.0 V,,27.0 V,,26.3 V,1877 rpm,800 rpm,1805 rpm,1301 rpm,,1794 rpm,,1821 rpm
2026-09-08 02:26:00,26.7 V,27.0 V,26.8 V,27.0 V,,27.0 V,,26.5 V,1874 rpm,800 rpm,1793 rpm,1803 rpm,,1819 rpm,,800 rpm
2026-09-08 02:28:00,26.7 V,27.0 V,26.5 V,27.0 V,,26.8 V,,26.3 V,1858 rpm,800 rpm,1800 rpm,1807 rpm,,1836 rpm,,1562 rpm
2026-09-08 02:30:00,26.7 V,27.0 V,26.8 V,26.9 V,,27.0 V,,26.2 V,1865 rpm,800 rpm,1804 rpm,1795 rpm,,1819 rpm,,1825 rpm
2026-09-08 02:32:00,26.7 V,27.0 V,26.7 V,26.9 V,,27.0 V,,26.2 V,1869 rpm,800 rpm,1791 rpm,1797 rpm,,1821 rpm,,1847 rpm
2026-09-08 02:34:00,26.7 V,27.0 V,26.7 V,26.9 V,,27.0 V,,26.2 V,1884 rpm,800 rpm,1781 rpm,1834 rpm,,1813 rpm,,1855 rpm
2026-09-08 02:36:00,26.7 V,27.0 V,26.7 V,26.9 V,,26.9 V,,26.2 V,1836 rpm,800 rpm,1810 rpm,1876 rpm,,1829 rpm,,1837 rpm
2026-09-08 02:38:00,26.7 V,27.0 V,26.7 V,26.9 V,,27.0 V,,26.2 V,1844 rpm,800 rpm,1781 rpm,1875 rpm,,1807 rpm,,1808 rpm
2026-09-08 02:40:00,26.7 V,27.1 V,26.4 V,26.9 V,,27.0 V,,26.0 V,1839 rpm,800 rpm,1826 rpm,1837 rpm,,1826 rpm,,1821 rpm
2026-09-08 02:42:00,26.7 V,27.1 V,26.7 V,26.9 V,,27.0 V,,26.2 V,1838 rpm,800 rpm,1795 rpm,1828 rpm,,1817 rpm,,1825 rpm
2026-09-08 02:44:00,26.7 V,27.0 V,26.7 V,26.9 V,,26.9 V,,26.2 V,1846 rpm,800 rpm,1818 rpm,1828 rpm,,1836 rpm,,1860 rpm
2026-09-08 02:46:00,26.7 V,27.1 V,26.7 V,26.7 V,,27.0 V,,26.2 V,1831 rpm,1353 rpm,1813 rpm,1836 rpm,,1804 rpm,,1849 rpm
2026-09-08 02:48:00,26.7 V,27.1 V,26.7 V,26.9 V,,27.0 V,,26.3 V,1852 rpm,1527 rpm,1798 rpm,1872 rpm,,1808 rpm,,1377 rpm
2026-09-08 02:50:00,26.7 V,27.1 V,26.7 V,26.9 V,,,,26.5 V,1851 rpm,1527 rpm,1787 rpm,1825 rpm,,,,800 rpm
2026-09-08 02:52:00,26.6 V,27.1 V,26.7 V,26.9 V,,27.0 V,,26.5 V,1795 rpm,1527 rpm,1807 rpm,1837 rpm,,1806 rpm,,800 rpm
2026-09-08 02:54:00,26.7 V,27.1 V,25.9 V,26.8 V,,27.0 V,,26.5 V,1878 rpm,1105 rpm,1844 rpm,1846 rpm,,1818 rpm,,800 rpm
2026-09-08 02:56:00,26.7 V,27.1 V,26.7 V,26.8 V,,27.0 V,,26.5 V,1850 rpm,1900 rpm,1746 rpm,1879 rpm,,1847 rpm,,800 rpm
2026-09-08 02:58:00,26.6 V,27.1 V,26.7 V,26.9 V,,27.0 V,,26.5 V,1887 rpm,1851 rpm,1871 rpm,1826 rpm,,1799 rpm,,800 rpm
2026-09-08 03:00:00,26.6 V,27.1 V,26.7 V,26.9 V,,27.0 V,,26.5 V,1879 rpm,1851 rpm,1866 rpm,1831 rpm,,1821 rpm,,800 rpm
2026-09-08 03:02:00,26.7 V,27.0 V,26.7 V,26.9 V,,27.0 V,,26.3 V,1882 rpm,1873 rpm,1807 rpm,1829 rpm,,1854 rpm,,1411 rpm
2026-09-08 03:04:00,26.7 V,26.9 V,26.7 V,26.8 V,,27.0 V,,26.3 V,1881 rpm,1847 rpm,1777 rpm,1840 rpm,,1825 rpm,800 rpm,1815 rpm
2026-09-08 03:06:00,26.7 V,27.0 V,26.6 V,26.8 V,,26.9 V,27.0 V,26.3 V,1879 rpm,1834 rpm,1818 rpm,1853 rpm,,1825 rpm,800 rpm,1857 rpm
2026-09-08 03:08:00,26.7 V,26.9 V,26.7 V,26.8 V,,26.9 V,26.8 V,26.3 V,1880 rpm,1821 rpm,1784 rpm,1817 rpm,,1828 rpm,1498 rpm,1841 rpm
2026-09-08 03:10:00,26.7 V,26.9 V,26.8 V,26.8 V,,27.0 V,27.1 V,26.2 V,1872 rpm,1827 rpm,1803 rpm,1825 rpm,,1819 rpm,1813 rpm,1833 rpm
2026-09-08 03:12:00,26.7 V,26.9 V,26.8 V,26.8 V,,27.0 V,27.1 V,26.3 V,1868 rpm,1828 rpm,1821 rpm,1838 rpm,,1821 rpm,1809 rpm,1838 rpm
2026-09-08 03:14:00,26.1 V,26.9 V,26.8 V,26.8 V,,27.0 V,27.1 V,26.3 V,630 rpm,1817 rpm,1792 rpm,1846 rpm,,1829 rpm,966 rpm,1412 rpm
2026-09-08 03:16:00,26.7 V,26.8 V,26.8 V,26.8 V,,27.0 V,27.1 V,26.2 V,1739 rpm,1819 rpm,1802 rpm,1839 rpm,,1844 rpm,1823 rpm,1857 rpm
2026-09-08 03:18:00,26.9 V,26.8 V,26.8 V,26.8 V,,27.0 V,27.0 V,26.2 V,1880 rpm,1838 rpm,1803 rpm,1850 rpm,,1823 rpm,1815 rpm,1848 rpm
2026-09-08 03:20:00,,26.9 V,26.8 V,26.8 V,,27.0 V,27.0 V,26.2 V,,1883 rpm,1752 rpm,1852 rpm,,1815 rpm,1190 rpm,1820 rpm
2026-09-08 03:22:00,,26.8 V,26.8 V,26.8 V,,26.8 V,27.0 V,26.2 V,,1815 rpm,1800 rpm,1841 rpm,,1832 rpm,1169 rpm,1832 rpm
2026-09-08 03:24:00,,26.8 V,25.8 V,26.8 V,,27.0 V,27.0 V,26.2 V,,1900 rpm,820 rpm,1852 rpm,,1818 rpm,1810 rpm,1847 rpm
2026-09-08 03:26:00,,26.8 V,25.8 V,26.8 V,,27.0 V,27.0 V,26.2 V,,1800 rpm,800 rpm,1852 rpm,,1816 rpm,1815 rpm,1855 rpm
2026-09-08 03:28:00,,26.8 V,26.6 V,26.8 V,,27.0 V,27.0 V,26.3 V,,1812 rpm,1726 rpm,1852 rpm,,1812 rpm,1315 rpm,1807 rpm
2026-09-08 03:30:00,,26.8 V,26.8 V,26.8 V,,27.0 V,27.0 V,26.2 V,,1824 rpm,1760 rpm,1868 rpm,,1802 rpm,800 rpm,1832 rpm
2026-09-08 03:32:00,,26.8 V,26.7 V,26.9 V,,27.0 V,27.0 V,26.3 V,,1816 rpm,1761 rpm,1818 rpm,,1826 rpm,800 rpm,1811 rpm
2026-09-08 03:34:00,,26.8 V,26.8 V,26.9 V,,27.0 V,27.0 V,26.3 V,,1827 rpm,1765 rpm,1820 rpm,,1848 rpm,800 rpm,1835 rpm
2026-09-08 03:36:00,,26.8 V,26.9 V,26.9 V,,26.9 V,27.0 V,26.4 V,,1824 rpm,1839 rpm,1826 rpm,,1818 rpm,897 rpm,1129 rpm
2026-09-08 03:38:00,,26.7 V,,26.8 V,,27.0 V,27.0 V,26.3 V,,1827 rpm,,1857 rpm,,1812 rpm,800 rpm,1122 rpm
2026-09-08 03:40:00,,26.8 V,26.8 V,26.9 V,,27.0 V,27.0 V,26.2 V,,1806 rpm,1841 rpm,1818 rpm,,1833 rpm,1791 rpm,1796 rpm
2026-09-08 03:42:00,,26.8 V,26.8 V,26.9 V,,27.0 V,27.0 V,26.4 V,,1826 rpm,1868 rpm,1824 rpm,,1828 rpm,1812 rpm,1284 rpm
2026-09-08 03:44:00,,26.8 V,26.8 V,26.9 V,,27.0 V,27.0 V,26.5 V,,1836 rpm,1850 rpm,1835 rpm,,1426 rpm,1832 rpm,800 rpm
2026-09-08 03:46:00,,26.8 V,26.8 V,26.9 V,,26.5 V,27.0 V,26.5 V,,1813 rpm,1813 rpm,1845 rpm,,800 rpm,1839 rpm,800 rpm
2026-09-08 03:48:00,,26.8 V,26.8 V,26.9 V,,26.4 V,27.0 V,26.4 V,,1809 rpm,1785 rpm,1832 rpm,,800 rpm,1822 rpm,1533 rpm
2026-09-08 03:50:00,,26.8 V,26.8 V,26.9 V,,26.9 V,27.0 V,26.3 V,,1874 rpm,1775 rpm,1842 rpm,,1266 rpm,1815 rpm,1670 rpm
2026-09-08 03:52:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.8 V,26.5 V,,1900 rpm,1778 rpm,1849 rpm,,1804 rpm,1835 rpm,1186 rpm
2026-09-08 03:54:00,,26.6 V,26.6 V,26.9 V,26.9 V,27.0 V,27.0 V,26.5 V,,1900 rpm,1831 rpm,1840 rpm,800 rpm,1862 rpm,1809 rpm,887 rpm
2026-09-08 03:56:00,,26.8 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.6 V,,1900 rpm,1803 rpm,1838 rpm,,1804 rpm,1825 rpm,800 rpm
2026-09-08 03:58:00,,26.9 V,26.8 V,26.9 V,26.9 V,27.0 V,26.9 V,26.6 V,,1900 rpm,1785 rpm,1832 rpm,801 rpm,1790 rpm,1835 rpm,800 rpm
2026-09-08 04:00:00,,26.9 V,26.8 V,26.9 V,26.9 V,27.0 V,26.9 V,26.5 V,,1900 rpm,1808 rpm,1585 rpm,1260 rpm,1821 rpm,1815 rpm,981 rpm
2026-09-08 04:02:00,,26.7 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1900 rpm,1784 rpm,1261 rpm,1509 rpm,1817 rpm,1833 rpm,1798 rpm
2026-09-08 04:04:00,,26.9 V,26.6 V,26.9 V,26.4 V,27.0 V,26.9 V,26.4 V,,1900 rpm,1814 rpm,1260 rpm,800 rpm,1818 rpm,1816 rpm,1826 rpm
2026-09-08 04:06:00,,26.9 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1808 rpm,1795 rpm,1260 rpm,800 rpm,1843 rpm,1819 rpm,1842 rpm
2026-09-08 04:08:00,,26.9 V,26.8 V,26.9 V,26.7 V,26.9 V,26.9 V,26.1 V,,1819 rpm,1788 rpm,1261 rpm,800 rpm,1830 rpm,1834 rpm,1845 rpm
2026-09-08 04:10:00,,26.7 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1817 rpm,1792 rpm,1650 rpm,800 rpm,1801 rpm,1818 rpm,1834 rpm
2026-09-08 04:12:00,,26.8 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1820 rpm,1799 rpm,1828 rpm,800 rpm,1796 rpm,1836 rpm,1851 rpm
2026-09-08 04:14:00,,26.6 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1814 rpm,1789 rpm,1846 rpm,800 rpm,1836 rpm,1846 rpm,1859 rpm
2026-09-08 04:16:00,,26.9 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.5 V,,1870 rpm,1805 rpm,1830 rpm,,1825 rpm,1838 rpm,1229 rpm
2026-09-08 04:18:00,,26.9 V,26.8 V,26.9 V,26.3 V,27.0 V,26.9 V,26.5 V,,1862 rpm,1800 rpm,1411 rpm,800 rpm,1817 rpm,1813 rpm,1099 rpm
2026-09-08 04:20:00,,26.8 V,26.6 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1827 rpm,1807 rpm,1411 rpm,800 rpm,1810 rpm,1730 rpm,1835 rpm
2026-09-08 04:22:00,,26.8 V,26.8 V,26.9 V,26.8 V,27.0 V,26.7 V,26.3 V,,1807 rpm,1767 rpm,1411 rpm,800 rpm,1826 rpm,1396 rpm,1829 rpm
2026-09-08 04:24:00,,26.7 V,26.8 V,26.9 V,26.8 V,27.0 V,26.9 V,26.3 V,,1835 rpm,1787 rpm,1411 rpm,800 rpm,1821 rpm,1819 rpm,1867 rpm
2026-09-08 04:26:00,,26.8 V,26.8 V,26.9 V,26.7 V,27.0 V,26.9 V,26.2 V,,1810 rpm,1786 rpm,1411 rpm,800 rpm,1863 rpm,1821 rpm,1838 rpm
2026-09-08 04:28:00,,26.8 V,26.8 V,26.9 V,26.4 V,27.0 V,26.9 V,26.4 V,,1817 rpm,1807 rpm,1411 rpm,589 rpm,1823 rpm,1692 rpm,1827 rpm
2026-09-08 04:30:00,,26.8 V,26.8 V,26.9 V,25.8 V,27.0 V,26.9 V,26.3 V,,1827 rpm,1869 rpm,1411 rpm,321 rpm,1818 rpm,1813 rpm,1837 rpm
2026-09-08 04:32:00,,26.8 V,26.8 V,26.9 V,25.1 V,26.4 V,26.9 V,26.5 V,,1821 rpm,1819 rpm,1411 rpm,0 rpm,1819 rpm,1832 rpm,800 rpm
2026-09-08 04:34:00,,26.8 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.6 V,,1831 rpm,1819 rpm,1411 rpm,,1803 rpm,1835 rpm,800 rpm
2026-09-08 04:36:00,,26.8 V,26.8 V,27.0 V,,27.0 V,26.9 V,26.6 V,,1823 rpm,1778 rpm,1528 rpm,,1807 rpm,1838 rpm,800 rpm
2026-09-08 04:38:00,,26.7 V,26.6 V,26.9 V,,27.0 V,26.9 V,26.4 V,,1846 rpm,1792 rpm,1781 rpm,,1827 rpm,1839 rpm,1438 rpm
2026-09-08 04:40:00,,26.8 V,26.7 V,27.0 V,,27.0 V,26.9 V,26.3 V,,1857 rpm,1805 rpm,1825 rpm,,1826 rpm,1826 rpm,1844 rpm
2026-09-08 04:42:00,,26.8 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1823 rpm,1816 rpm,1817 rpm,,1812 rpm,1833 rpm,1855 rpm
2026-09-08 04:44:00,,26.9 V,26.5 V,26.9 V,,27.0 V,26.9 V,26.4 V,,1850 rpm,1806 rpm,1859 rpm,,1812 rpm,1861 rpm,1857 rpm
2026-09-08 04:46:00,,26.9 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1846 rpm,1792 rpm,1826 rpm,,1837 rpm,1822 rpm,1878 rpm
2026-09-08 04:48:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.9 V,26.2 V,,1815 rpm,1790 rpm,1826 rpm,,1819 rpm,1825 rpm,1532 rpm
2026-09-08 04:50:00,,26.9 V,26.8 V,26.9 V,,26.8 V,26.9 V,26.3 V,,1868 rpm,1768 rpm,1814 rpm,,1834 rpm,1840 rpm,1843 rpm
2026-09-08 04:52:00,,26.6 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.4 V,,1864 rpm,1789 rpm,1840 rpm,,1798 rpm,1841 rpm,1841 rpm
2026-09-08 04:54:00,,26.9 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1818 rpm,1781 rpm,1835 rpm,,1815 rpm,1834 rpm,1856 rpm
2026-09-08 04:56:00,,26.9 V,26.6 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1815 rpm,1797 rpm,1901 rpm,,1424 rpm,1849 rpm,1819 rpm
2026-09-08 04:58:00,,26.7 V,26.8 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1860 rpm,1770 rpm,1804 rpm,,800 rpm,1831 rpm,1854 rpm
2026-09-08 05:00:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.9 V,26.4 V,,1885 rpm,1783 rpm,1707 rpm,,1247 rpm,1850 rpm,1843 rpm
2026-09-08 05:02:00,,26.8 V,26.8 V,26.9 V,,26.8 V,26.9 V,26.3 V,,1900 rpm,1818 rpm,1707 rpm,,1802 rpm,1837 rpm,1854 rpm
2026-09-08 05:04:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.9 V,26.3 V,,1879 rpm,1781 rpm,1759 rpm,,1813 rpm,1823 rpm,1853 rpm
2026-09-08 05:06:00,,26.7 V,26.9 V,26.9 V,,27.0 V,26.5 V,26.3 V,,1828 rpm,1791 rpm,1823 rpm,,1825 rpm,1840 rpm,1844 rpm
2026-09-08 05:08:00,26.9 V,26.9 V,26.7 V,26.9 V,,27.0 V,26.9 V,26.3 V,1880 rpm,1818 rpm,1803 rpm,1821 rpm,,1816 rpm,1062 rpm,1865 rpm
2026-09-08 05:10:00,26.9 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.9 V,26.3 V,1876 rpm,1847 rpm,1831 rpm,1827 rpm,,1814 rpm,800 rpm,1854 rpm
2026-09-08 05:12:00,26.8 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.9 V,26.3 V,1812 rpm,1851 rpm,1818 rpm,1844 rpm,,1828 rpm,800 rpm,1856 rpm
2026-09-08 05:14:00,26.6 V,26.8 V,26.9 V,26.9 V,,27.0 V,26.9 V,26.3 V,1536 rpm,1900 rpm,1805 rpm,1856 rpm,,1823 rpm,800 rpm,1876 rpm
