"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-08-30 19:00:00,81.0%,,71.6%,35.9%,100%,100%,71.5%,100%,76.8%,71.5%
2026-08-30 22:00:00,66.1%,71.6%,71.6%,23.6%,100%,91.6%,98.3%,100%,71.6%,64.0%
2026-08-31 01:00:00,100%,71.6%,93.7%,98.2%,100%,71.6%,100%,100%,85.9%,100%
2026-08-31 04:00:00,100%,,100%,100%,100.0%,71.6%,100%,93.6%,100%,100%
2026-08-31 07:00:00,100%,71.6%,100%,100%,83.5%,71.6%,92.6%,71.6%,100%,100.0%
2026-08-31 10:00:00,100%,71.6%,100%,99.9%,71.6%,99.4%,71.7%,71.6%,100%,87.9%
2026-08-31 13:00:00,89.2%,,87.8%,76.9%,83.5%,100%,71.6%,71.6%,100%,71.6%
2026-08-31 16:00:00,60.8%,,71.7%,72.5%,100%,100%,71.5%,49.0%,95.8%,71.6%
2026-08-31 19:00:00,64.8%,71.6%,71.6%,100%,100%,84.5%,46.0%,61.2%,76.4%,71.6%
2026-08-31 22:00:00,77.7%,,71.6%,100%,100%,71.6%,27.7%,100%,71.6%,64.3%
2026-09-01 01:00:00,100%,,,100%,,71.6%,26.7%,100%,71.6%,39.3%
2026-09-01 04:00:00,100%,,71.5%,100%,100%,71.6%,26.7%,100%,71.6%,29.9%
2026-09-01 07:00:00,100%,,68.7%,100%,100%,80.6%,22.0%,100%,71.3%,66.7%
2026-09-01 10:00:00,100%,,32.8%,100%,100%,100%,55.7%,89.0%,47.1%,84.9%
2026-09-01 13:00:00,100.0%,,50.9%,93.9%,,100%,71.6%,71.6%,28.1%,71.6%
2026-09-01 16:00:00,88.3%,,75.5%,72.2%,,100%,71.6%,71.6%,26.8%,71.6%
2026-09-01 19:00:00,70.9%,,72.7%,71.6%,,,71.6%,71.6%,,71.5%
2026-09-01 22:00:00,71.5%,,100%,71.6%,,,71.6%,79.3%,,71.6%
2026-09-02 01:00:00,64.9%,,100%,88.1%,,,73.4%,100%,31.5%,87.4%
2026-09-02 04:00:00,70.4%,,100%,100%,100%,,100%,100%,100%,100%
2026-09-02 07:00:00,53.2%,,100%,100%,,,100%,100%,100%,100%
2026-09-02 10:00:00,33.5%,,100%,98.1%,100%,100%,100%,99.7%,100%,100%
2026-09-02 13:00:00,100%,71.6%,90.8%,73.0%,100%,100%,100.0%,73.8%,100%,99.6%
2026-09-02 16:00:00,100.0%,73.5%,71.6%,71.6%,100%,100%,79.6%,95.5%,87.2%,75.4%
2026-09-02 19:00:00,100%,,71.5%,71.4%,100%,100%,,100%,71.7%,71.6%
2026-09-02 22:00:00,83.8%,100%,71.7%,60.3%,99.1%,85.1%,100%,100.0%,72.5%,71.6%
2026-09-03 01:00:00,100%,100%,100%,100%,78.2%,71.6%,100%,82.8%,100%,76.9%
2026-09-03 04:00:00,100%,100%,100%,100%,71.7%,71.6%,100%,71.6%,100%,100%
2026-09-03 07:00:00,100%,100%,100%,100%,71.6%,71.5%,99.6%,71.6%,100%,100%
2026-09-03 10:00:00,100%,100%,100%,88.7%,72.0%,79.7%,74.4%,71.6%,99.9%,100%
2026-09-03 13:00:00,86.8%,100%,95.6%,71.6%,100%,100%,71.6%,71.4%,83.4%,98.8%
2026-09-03 16:00:00,71.6%,89.0%,73.5%,71.6%,100%,100%,71.5%,,71.7%,71.7%
2026-09-03 19:00:00,70.2%,71.6%,71.6%,96.1%,100%,100%,52.3%,,71.6%,71.6%
2026-09-03 22:00:00,68.1%,71.6%,72.3%,100%,91.6%,96.3%,67.8%,70.2%,74.2%,71.6%
2026-09-04 01:00:00,45.6%,90.4%,100%,100.0%,71.9%,71.8%,100%,84.7%,100%,72.4%
2026-09-04 04:00:00,100%,100%,100%,95.2%,71.6%,71.6%,100%,,100%,100%
2026-09-04 07:00:00,100%,100%,100%,74.2%,71.6%,71.6%,99.9%,,100%,100%
2026-09-04 10:00:00,100%,100.0%,100%,71.5%,70.2%,88.5%,74.4%,,100%,100%
2026-09-04 13:00:00,97.6%,82.3%,96.1%,71.6%,100%,100%,71.6%,,86.0%,100%
2026-09-04 16:00:00,74.7%,72.1%,71.6%,60.2%,100%,100%,71.6%,100%,71.6%,98.7%
2026-09-04 19:00:00,71.6%,71.6%,71.6%,76.1%,100%,100%,84.2%,100%,71.6%,79.2%
2026-09-04 22:00:00,78.0%,71.5%,75.8%,100%,87.4%,84.3%,100%,100%,75.4%,71.6%
2026-09-05 01:00:00,100%,99.4%,100%,100%,71.6%,71.6%,100%,100%,100%,81.0%
2026-09-05 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,98.1%,100%,
2026-09-05 07:00:00,100%,100%,100%,95.3%,71.4%,71.5%,89.1%,81.2%,100%,
2026-09-05 10:00:00,99.9%,100%,98.7%,71.8%,46.7%,43.4%,71.8%,78.1%,100%,100%
2026-09-05 13:00:00,85.8%,95.5%,83.3%,71.6%,100%,99.9%,71.6%,100%,84.6%,
2026-09-05 16:00:00,71.6%,71.6%,71.6%,71.1%,100%,100%,71.6%,100%,71.6%,
2026-09-05 19:00:00,71.6%,71.6%,71.6%,38.1%,100%,100%,69.3%,100.0%,71.6%,
2026-09-05 22:00:00,71.6%,71.6%,71.5%,36.3%,98.5%,91.6%,70.2%,81.5%,72.5%,
2026-09-06 01:00:00,100%,98.7%,98.8%,100%,72.4%,71.7%,100%,71.6%,100%,100%
2026-09-06 04:00:00,100%,95.0%,100%,100%,71.6%,70.6%,100%,71.6%,100%,100%
2026-09-06 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-06 10:00:00,88.6%,100.0%,100%,94.5%,74.6%,80.8%,80.7%,63.3%,100%,100%
2026-09-06 13:00:00,71.6%,82.4%,83.7%,71.7%,100%,100%,71.6%,100%,99.8%,100%
2026-09-06 16:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,78.8%,79.3%
2026-09-06 19:00:00,66.6%,71.6%,71.6%,71.1%,100.0%,97.1%,67.5%,100%,71.6%,71.6%
2026-09-06 22:00:00,30.8%,71.6%,71.5%,35.8%,86.8%,74.3%,83.4%,96.5%,72.4%,71.6%
2026-09-07 01:00:00,90.9%,61.7%,92.9%,100%,71.6%,71.6%,100%,71.8%,100%,89.7%
2026-09-07 04:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-09-07 07:00:00,100%,100%,100%,100%,71.5%,51.8%,99.9%,71.6%,100%,100%
2026-09-07 10:00:00,95.7%,100%,86.4%,89.9%,46.5%,39.6%,74.8%,57.5%,99.9%,100%
2026-09-07 13:00:00,71.6%,99.6%,71.7%,71.7%,100%,100%,71.6%,97.8%,83.1%,100%
2026-09-07 16:00:00,71.6%,72.2%,71.6%,71.6%,100%,100%,71.6%,100%,87.9%,97.2%
2026-09-07 19:00:00,73.8%,71.6%,71.5%,71.4%,100%,100%,72.5%,100%,,72.3%
2026-09-07 22:00:00,100%,71.6%,50.1%,72.4%,96.3%,100%,100%,98.2%,100%,71.6%
2026-09-08 01:00:00,100%,83.0%,88.1%,100%,71.7%,96.9%,100%,75.1%,100%,96.0%
2026-09-08 04:00:00,100%,100%,,100%,71.6%,71.7%,100%,71.4%,100%,100%
2026-09-08 07:00:00,95.9%,100%,,100%,71.5%,71.6%,97.9%,71.5%,100%,100%
2026-09-08 10:00:00,71.7%,100%,,89.9%,77.4%,72.6%,72.1%,70.7%,90.0%,100%
2026-09-08 13:00:00,71.5%,89.2%,,72.3%,100%,100%,71.6%,40.5%,71.6%,95.6%
2026-09-08 16:00:00,71.4%,71.6%,,71.6%,100%,100%,71.6%,100%,71.6%,72.0%
2026-09-08 19:00:00,49.0%,71.6%,,71.5%,100%,100%,57.2%,100%,71.6%,71.6%
2026-09-08 22:00:00,31.0%,71.5%,,65.0%,90.8%,88.8%,30.6%,100%,76.2%,71.5%
2026-09-09 01:00:00,100%,82.0%,,100%,72.1%,71.6%,100%,93.3%,100%,91.2%
2026-09-09 04:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.7%,100%,100%
2026-09-09 07:00:00,100%,100%,,100%,71.4%,68.9%,100%,71.6%,100%,100%
2026-09-09 10:00:00,94.5%,100%,100%,100%,78.1%,45.8%,87.0%,71.6%,96.8%,100%
2026-09-09 13:00:00,72.9%,100%,100%,82.0%,100%,100%,71.7%,86.9%,73.8%,98.0%
2026-09-09 16:00:00,71.9%,86.2%,100%,71.7%,100%,100%,71.6%,100%,71.6%,73.7%
2026-09-09 19:00:00,71.6%,71.6%,100%,75.4%,100.0%,100%,71.6%,100%,71.5%,71.6%
2026-09-09 22:00:00,71.3%,73.6%,89.6%,100%,78.5%,83.4%,87.7%,100%,67.4%,71.5%
2026-09-10 01:00:00,,100%,89.0%,100%,71.6%,71.6%,100%,84.1%,43.8%,88.5%
2026-09-10 04:00:00,,100%,100%,100%,71.6%,71.6%,100%,71.5%,100%,100%
2026-09-10 07:00:00,79.0%,100%,100%,95.9%,71.5%,71.5%,99.8%,71.6%,100%,100%
2026-09-10 10:00:00,,100%,99.9%,72.5%,40.0%,39.7%,77.5%,70.7%,100%,100%
2026-09-10 13:00:00,,97.9%,77.9%,71.6%,63.2%,26.6%,71.6%,40.6%,100.0%,92.0%
2026-09-10 16:00:00,,73.0%,71.6%,71.4%,100%,23.7%,71.6%,100%,74.9%,71.6%
2026-09-10 19:00:00,,71.6%,71.6%,55.8%,100%,100%,50.7%,100%,71.6%,71.6%
2026-09-10 22:00:00,,71.6%,71.5%,38.6%,99.8%,100%,61.3%,100%,72.0%,71.6%
2026-09-11 01:00:00,100%,90.0%,97.7%,100%,75.0%,96.4%,100%,87.5%,100%,79.9%
2026-09-11 04:00:00,100%,100%,100%,100%,71.6%,71.7%,100%,70.9%,100%,100%
2026-09-11 07:00:00,100%,100%,100%,100.0%,71.6%,72.7%,100%,71.4%,100%,100%
2026-09-11 10:00:00,100%,100%,94.5%,78.8%,56.4%,100%,77.1%,71.5%,99.7%,100%
2026-09-11 13:00:00,99.6%,94.3%,77.4%,71.6%,82.8%,100%,71.6%,60.8%,79.2%,86.7%
2026-09-11 16:00:00,77.2%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-11 19:00:00,71.6%,71.6%,71.6%,60.3%,100%,100.0%,71.4%,100%,71.6%,71.6%
2026-09-11 22:00:00,73.2%,71.5%,71.6%,44.1%,99.9%,84.3%,92.7%,100%,72.5%,71.6%
2026-09-12 01:00:00,,96.6%,99.4%,100%,80.3%,71.6%,100%,86.6%,100%,79.6%
2026-09-12 04:00:00,,100%,100%,100%,71.7%,71.6%,100%,69.8%,100%,100%
2026-09-12 07:00:00,,100%,100%,100%,71.6%,71.6%,99.2%,71.6%,100%,100%
2026-09-12 10:00:00,97.2%,100.0%,99.1%,91.0%,72.4%,83.9%,72.6%,70.2%,100%,100%
2026-09-12 13:00:00,72.2%,95.6%,72.9%,71.6%,99.8%,100%,71.6%,71.3%,98.7%,100%
2026-09-12 16:00:00,72.6%,72.1%,71.6%,71.6%,,100%,71.6%,100%,72.6%,79.8%
2026-09-12 19:00:00,100%,71.6%,71.4%,95.3%,,100%,65.0%,100%,71.6%,71.6%
2026-09-12 22:00:00,100%,71.6%,46.4%,100%,,81.9%,30.1%,99.0%,73.8%,71.6%
2026-09-13 01:00:00,100%,75.7%,100%,100%,,71.6%,83.5%,79.9%,100%,94.0%
2026-09-13 04:00:00,99.1%,100%,100%,100.0%,,71.5%,100%,71.6%,100%,100%
2026-09-13 07:00:00,79.4%,100%,100%,81.9%,,65.4%,100%,70.0%,100%,100%
2026-09-13 10:00:00,71.6%,100%,100%,71.6%,,52.6%,97.8%,70.8%,100.0%,100%
2026-09-13 13:00:00,71.6%,99.5%,85.5%,71.6%,34.4%,100%,73.5%,38.7%,80.4%,99.4%
2026-09-13 16:00:00,71.5%,80.3%,71.6%,71.4%,87.5%,100%,71.6%,100%,71.6%,73.5%
2026-09-13 19:00:00,46.6%,71.6%,71.5%,39.1%,100%,100%,71.4%,100%,71.6%,71.6%
2026-09-13 22:00:00,65.2%,71.6%,80.3%,73.5%,100%,82.1%,54.4%,100%,71.4%,72.6%
2026-09-14 01:00:00,100%,72.1%,100%,100%,100%,71.6%,85.5%,97.5%,59.4%,100%
2026-09-14 04:00:00,100%,100%,100%,100%,96.9%,71.6%,100%,74.1%,38.6%,100%
2026-09-14 07:00:00,100%,100%,100.0%,90.4%,76.0%,67.2%,100%,71.4%,,100%
2026-09-14 10:00:00,100%,100%,92.6%,71.6%,71.6%,34.5%,100%,71.5%,,100%

